user_id,TestGroup,country,age,transaction_count,total_spent
5063,B,Bulgaria,27,0,0
5167,A,Bulgaria,27,0,0
5353,A,Bulgaria,21,5,12.949999570846558
5409,B,Bulgaria,33,0,0
5600,B,Italy,24,0,0
5680,B,Bulgaria,38,2,10.979999780654907
5721,A,Italy,26,2,50.98000168800354
5790,A,Bulgaria,36,0,0
5922,A,Germany,48,8,68.91999912261963
5931,B,Greece,39,0,0
5950,A,Greece,34,3,101.96999788284302
6029,B,Italy,29,0,0
6033,A,Greece,22,0,0
6508,A,Italy,34,1,9.989999771118164
6850,A,Greece,33,0,0
6896,A,Greece,25,0,0
7105,A,Bulgaria,33,0,0
7124,B,Greece,35,0,0
7206,B,Italy,24,4,34.959999084472656
7473,A,Greece,33,0,0
7495,B,Greece,31,0,0
7596,B,Greece,41,0,0
7735,A,Greece,29,1,0.9900000095367432
7812,B,Bulgaria,30,0,0
7858,B,Bulgaria,26,1,0.9900000095367432
8148,B,Germany,53,2,14.979999542236328
8210,A,Italy,34,0,0
8277,B,Greece,35,8,192.91999888420105
8335,A,Greece,27,1,0.9900000095367432
8637,B,Italy,38,1,49.9900016784668
9167,A,Greece,29,0,0
9216,A,Greece,25,0,0
9483,B,Bulgaria,22,0,0
9536,B,Bulgaria,29,0,0
9598,B,Greece,31,13,240.87000036239624
9760,B,Bulgaria,28,0,0
9767,A,Germany,43,0,0
10064,B,Bulgaria,23,0,0
10262,B,Bulgaria,29,0,0
10564,A,Italy,29,1,9.989999771118164
10698,B,Bulgaria,37,0,0
10830,B,Germany,43,0,0
11071,B,Greece,27,0,0
11380,A,Bulgaria,28,0,0
11435,B,Greece,31,0,0
11456,B,Greece,35,1,4.989999771118164
11461,B,Germany,38,0,0
11617,A,Greece,32,0,0
11704,B,Bulgaria,26,0,0
11781,A,Germany,56,0,0
11843,A,Germany,44,0,0
11944,B,Bulgaria,25,0,0
12079,B,Bulgaria,36,0,0
12841,B,Greece,28,0,0
13163,A,Italy,23,2,20.979999780654907
13289,B,Bulgaria,25,0,0
13409,A,Bulgaria,30,1,0.9900000095367432
13415,A,Italy,26,0,0
1586,A,Greece,31,0,0
1751,B,Germany,58,0,0
1874,B,Bulgaria,22,1,9.989999771118164
1881,B,Bulgaria,23,0,0
2684,B,Bulgaria,27,0,0
2737,B,Bulgaria,35,0,0
2791,B,Italy,25,0,0
2825,B,Bulgaria,32,0,0
3061,B,Greece,21,3,2.9700000286102295
3123,B,Greece,36,2,29.979999542236328
3142,B,Greece,31,0,0
3206,A,Germany,52,0,0
3818,A,Greece,33,0,0
3898,A,Norway,27,0,0
4153,B,Germany,47,0,0
4224,A,Italy,30,0,0
4290,B,Italy,33,0,0
4343,B,Greece,29,0,0
4432,B,Germany,50,0,0
4507,B,Bulgaria,28,0,0
4643,A,Italy,20,1,0.9900000095367432
4884,A,Bulgaria,35,0,0
5624,B,Greece,36,23,360.7700011730194
5839,A,Germany,53,0,0
6095,B,Greece,33,0,0
6429,B,Bulgaria,31,0,0
6644,A,Germany,56,0,0
6651,A,Bulgaria,37,0,0
7092,B,Greece,25,0,0
7196,B,Italy,21,1,0.9900000095367432
7238,B,Greece,35,2,10.979999780654907
7371,A,Bulgaria,26,0,0
7518,B,Germany,45,2,54.98000144958496
7552,B,Germany,53,0,0
7744,B,Greece,26,0,0
8523,A,Bulgaria,33,0,0
8699,A,Bulgaria,25,0,0
8879,A,Italy,28,0,0
9015,A,Bulgaria,21,0,0
9347,B,Greece,31,0,0
9387,B,Bulgaria,34,0,0
9602,A,Greece,31,3,24.969999313354492
10174,B,Greece,34,0,0
10381,B,Bulgaria,20,0,0
10523,B,Germany,39,2,14.979999542236328
10750,A,Greece,28,0,0
10882,B,Greece,24,0,0
10958,B,Italy,25,0,0
11547,A,Greece,28,0,0
11592,A,Greece,33,0,0
12741,A,Bulgaria,29,0,0
13248,B,Greece,35,0,0
763,A,Bulgaria,40,0,0
1013,B,Bulgaria,33,0,0
1355,B,Bulgaria,30,0,0
1443,B,Greece,25,0,0
1613,B,Greece,37,0,0
1648,B,Greece,28,0,0
2110,B,Greece,23,0,0
2207,B,Italy,24,0,0
2383,A,Bulgaria,20,0,0
2475,B,Norway,22,0,0
2848,A,Bulgaria,27,0,0
3203,B,Bulgaria,31,0,0
3312,A,Italy,33,0,0
3406,B,Norway,32,0,0
3549,B,Norway,34,0,0
3556,A,Bulgaria,25,0,0
3570,B,Italy,20,0,0
3686,B,Greece,18,0,0
3735,A,Italy,41,2,5.979999780654907
3875,B,Greece,24,0,0
4445,B,Italy,25,0,0
4605,A,Bulgaria,31,0,0
4831,A,Italy,33,4,90.96000123023987
4988,A,Bulgaria,40,0,0
5286,A,Germany,44,0,0
5382,A,Bulgaria,18,0,0
5474,B,Bulgaria,33,0,0
5481,A,Germany,53,0,0
5637,A,Norway,34,4,35.959999322891235
5769,B,Bulgaria,25,0,0
5945,A,Greece,25,0,0
6023,B,Greece,35,2,29.979999542236328
6035,B,Italy,40,0,0
6407,B,Greece,23,3,44.96999931335449
6443,B,Bulgaria,24,0,0
6452,B,Bulgaria,30,0,0
6454,A,Germany,56,0,0
6546,B,Bulgaria,31,0,0
6576,A,Bulgaria,28,0,0
6577,B,Germany,49,0,0
6684,A,Greece,27,5,36.94999933242798
6782,B,Bulgaria,34,0,0
6878,B,Italy,31,0,0
6988,A,Greece,29,1,9.989999771118164
7039,B,Greece,27,0,0
7143,B,Norway,33,0,0
7417,B,Greece,36,0,0
7454,B,Bulgaria,36,0,0
7505,A,Greece,34,2,54.98000144958496
7627,B,Bulgaria,27,0,0
7896,B,Bulgaria,33,3,11.96999979019165
7917,A,Bulgaria,30,0,0
8012,B,Greece,26,0,0
8432,A,Italy,36,0,0
8477,B,Italy,21,0,0
8511,A,Greece,34,0,0
8522,B,Greece,36,0,0
8695,B,Bulgaria,30,0,0
8822,A,Bulgaria,33,0,0
9120,B,Norway,30,2,5.979999780654907
9573,B,Bulgaria,34,0,0
10216,A,Greece,40,0,0
10466,B,Italy,38,0,0
10605,A,Greece,25,0,0
11087,A,Greece,26,0,0
11452,B,Greece,28,0,0
11535,B,Bulgaria,39,0,0
11670,A,Italy,32,1,9.989999771118164
11788,B,Bulgaria,34,0,0
12131,B,Bulgaria,21,0,0
12310,A,Bulgaria,29,0,0
12428,A,Bulgaria,27,0,0
12748,A,Greece,36,0,0
12813,A,Bulgaria,25,0,0
12881,A,Italy,22,0,0
12929,B,Greece,28,0,0
12946,A,Bulgaria,24,0,0
13133,B,Germany,40,0,0
13231,A,Germany,49,0,0
13290,B,Greece,26,0,0
13725,A,Greece,18,0,0
1530,A,Bulgaria,32,0,0
1892,B,Germany,50,1,99.98999786376953
1901,B,Italy,34,0,0
1933,A,Bulgaria,34,0,0
1957,A,Bulgaria,35,0,0
2143,A,Bulgaria,36,0,0
2247,B,Germany,41,0,0
2321,B,Bulgaria,23,0,0
2388,B,Germany,54,0,0
2452,B,Bulgaria,34,2,10.979999780654907
2493,A,Bulgaria,30,0,0
2525,A,Bulgaria,27,0,0
2528,B,Bulgaria,26,0,0
2669,A,Bulgaria,22,1,9.989999771118164
3288,B,Norway,25,0,0
3297,A,Bulgaria,37,0,0
3550,B,Greece,28,0,0
3601,A,Bulgaria,27,0,0
3653,B,Bulgaria,24,0,0
3701,A,Greece,22,7,136.92999696731567
3763,B,Italy,19,0,0
3784,A,Bulgaria,35,0,0
3855,B,Germany,53,3,21.96999979019165
3874,B,Greece,36,0,0
3920,A,Bulgaria,31,11,241.88999795913696
4147,A,Bulgaria,30,0,0
4329,B,Norway,27,0,0
4475,B,Bulgaria,35,0,0
4533,B,Greece,28,0,0
4559,A,Greece,31,22,284.7800018787384
4759,B,Bulgaria,31,0,0
4788,B,Greece,25,0,0
4943,A,Greece,21,0,0
5091,A,Norway,27,0,0
5132,A,Germany,49,0,0
5160,B,Bulgaria,34,0,0
5269,B,Greece,31,13,259.87000584602356
5297,A,Greece,33,0,0
5339,A,Bulgaria,32,0,0
5510,A,Greece,30,0,0
5881,B,Norway,21,0,0
6085,A,Bulgaria,26,0,0
6217,A,Bulgaria,35,0,0
6223,B,Greece,20,5,152.94999957084656
6399,B,Norway,35,0,0
6558,B,Germany,42,0,0
6619,B,Germany,50,0,0
6673,B,Bulgaria,26,0,0
6807,A,Bulgaria,23,0,0
6835,A,Greece,22,0,0
6972,A,Bulgaria,28,0,0
7324,A,Greece,26,3,15.969999551773071
7551,A,Italy,32,0,0
7665,B,Greece,20,0,0
7755,A,Norway,29,0,0
7982,A,Bulgaria,23,0,0
8202,B,Greece,32,0,0
8356,A,Greece,24,0,0
8573,A,Italy,30,0,0
8803,B,Bulgaria,29,0,0
8808,A,Italy,26,0,0
9253,B,Bulgaria,33,0,0
9475,B,Greece,21,0,0
9794,A,Italy,32,0,0
9891,B,Bulgaria,25,0,0
9931,B,Bulgaria,31,0,0
10151,A,Greece,31,2,1.9800000190734863
10205,A,Greece,28,2,109.9799976348877
10339,A,Italy,26,3,21.96999979019165
11135,B,Bulgaria,31,0,0
11195,B,Germany,45,0,0
11207,B,Norway,23,0,0
11698,B,Germany,38,3,2.9700000286102295
12080,B,Norway,29,0,0
12733,B,Norway,29,1,0.9900000095367432
12886,B,Italy,40,0,0
13210,B,Bulgaria,28,0,0
13323,B,Italy,24,0,0
1818,B,Norway,26,0,0
2002,B,Bulgaria,37,0,0
2673,A,Bulgaria,23,0,0
2730,A,Bulgaria,27,0,0
2736,B,Bulgaria,25,0,0
2987,B,Italy,32,0,0
3085,B,Greece,29,0,0
3372,B,Bulgaria,27,0,0
3460,A,Norway,37,0,0
3780,A,Greece,29,0,0
4236,B,Bulgaria,24,0,0
4671,B,Norway,22,12,110.88000059127808
4697,B,Bulgaria,39,0,0
4712,A,Greece,30,0,0
4763,B,Greece,26,3,109.97000312805176
4889,A,Germany,53,1,19.989999771118164
5222,B,Bulgaria,31,0,0
5442,B,Bulgaria,33,0,0
5512,B,Italy,26,0,0
5618,A,Greece,27,0,0
5657,B,Greece,29,5,57.95000147819519
5837,A,Bulgaria,31,0,0
6005,A,Germany,35,0,0
6130,A,Germany,56,11,114.89000058174133
6423,A,Bulgaria,25,0,0
6678,B,Greece,41,0,0
6692,A,Greece,28,0,0
6815,A,Bulgaria,25,0,0
6875,A,Germany,46,0,0
7163,A,Bulgaria,33,0,0
7194,B,Germany,37,9,142.91000247001648
7302,B,Bulgaria,40,0,0
7316,B,Bulgaria,38,0,0
7331,B,Bulgaria,22,0,0
7392,A,Germany,58,34,549.659996509552
7419,B,Bulgaria,29,1,0.9900000095367432
7459,B,Bulgaria,28,0,0
7497,B,Greece,30,0,0
7979,B,Norway,35,0,0
8139,A,Bulgaria,31,0,0
8598,A,Germany,46,0,0
8669,B,Bulgaria,25,0,0
8744,B,Germany,42,0,0
8862,B,Greece,36,0,0
9022,B,Bulgaria,37,0,0
9278,B,Italy,25,0,0
9361,B,Italy,34,0,0
9535,A,Germany,53,0,0
9539,A,Bulgaria,29,0,0
9741,B,Greece,26,2,19.979999542236328
9742,B,Bulgaria,34,0,0
9884,A,Bulgaria,28,0,0
10011,A,Norway,30,0,0
10123,A,Greece,30,1,0.9900000095367432
10234,B,Bulgaria,32,0,0
10453,B,Greece,36,8,118.9200029373169
10508,B,Greece,23,0,0
10579,B,Bulgaria,29,0,0
10784,B,Greece,30,0,0
10935,A,Greece,31,1,0.9900000095367432
10987,A,Greece,24,0,0
11243,B,Greece,27,0,0
11248,B,Bulgaria,26,0,0
11423,B,Greece,32,0,0
11885,B,Bulgaria,27,0,0
12015,A,Bulgaria,39,0,0
12343,A,Germany,51,0,0
12540,A,Greece,28,0,0
12806,A,Greece,34,0,0
13573,A,Italy,35,0,0
13621,A,Bulgaria,31,0,0
1188,B,Bulgaria,27,3,10.969999551773071
1374,B,Bulgaria,27,0,0
1456,B,Bulgaria,27,0,0
1463,B,Bulgaria,20,0,0
1649,A,Greece,41,0,0
2039,B,Bulgaria,28,3,2.9700000286102295
2091,A,Italy,33,0,0
2102,A,Norway,31,0,0
2439,B,Bulgaria,34,0,0
2503,A,Bulgaria,32,1,49.9900016784668
2531,B,Bulgaria,21,0,0
2624,B,Bulgaria,20,0,0
2659,A,Bulgaria,26,0,0
2984,B,Bulgaria,23,0,0
3210,B,Bulgaria,27,1,0.9900000095367432
3338,B,Greece,28,0,0
3669,A,Greece,36,0,0
3878,A,Bulgaria,32,13,287.8699996471405
4145,B,Italy,36,16,83.83999848365784
4325,A,Bulgaria,18,1,0.9900000095367432
4357,B,Germany,42,0,0
4527,B,Bulgaria,40,1,0.9900000095367432
4806,A,Bulgaria,36,0,0
4982,B,Germany,47,0,0
5069,A,Greece,20,0,0
5206,B,Greece,29,0,0
5710,A,Greece,36,0,0
5896,A,Greece,19,0,0
6601,B,Bulgaria,29,0,0
6855,B,Italy,34,0,0
7398,A,Bulgaria,32,0,0
7475,B,Germany,49,12,136.87999963760376
7588,B,Bulgaria,24,0,0
7798,B,Bulgaria,39,0,0
7847,B,Germany,53,3,64.97000122070312
8238,A,Bulgaria,32,0,0
8404,B,Italy,25,1,4.989999771118164
8535,A,Greece,30,1,0.9900000095367432
8594,B,Italy,24,0,0
8687,A,Bulgaria,21,0,0
8786,B,Bulgaria,25,0,0
8937,A,Bulgaria,25,0,0
9067,B,Bulgaria,31,0,0
9114,A,Bulgaria,34,0,0
9185,A,Greece,19,0,0
9302,A,Bulgaria,36,0,0
9311,A,Bulgaria,34,0,0
9578,A,Bulgaria,28,0,0
9604,A,Greece,39,0,0
9615,B,Greece,21,0,0
10105,A,Greece,35,0,0
10108,A,Greece,27,0,0
10213,A,Greece,26,0,0
10778,A,Bulgaria,22,0,0
10923,B,Germany,38,0,0
11411,B,Greece,30,0,0
11567,B,Greece,28,0,0
11779,B,Greece,32,0,0
11786,A,Germany,42,0,0
11847,A,Bulgaria,37,0,0
11858,A,Bulgaria,31,0,0
11997,B,Greece,31,0,0
12173,B,Bulgaria,37,0,0
12930,A,Greece,31,0,0
12999,A,Italy,32,0,0
13158,A,Italy,29,0,0
13798,A,Bulgaria,31,0,0
1325,A,Greece,34,0,0
1591,B,Germany,57,0,0
1605,A,Greece,28,0,0
1973,A,Norway,24,1,4.989999771118164
2479,B,Bulgaria,37,0,0
2721,A,Bulgaria,36,2,100.97999787330627
2905,A,Greece,35,0,0
3342,A,Greece,36,0,0
3357,B,Greece,34,5,13.949999809265137
3465,B,Germany,43,0,0
3747,A,Greece,24,0,0
3901,A,Greece,32,30,593.6999990940094
3984,B,Bulgaria,37,0,0
4077,B,Bulgaria,26,0,0
4229,A,Germany,39,0,0
4251,B,Bulgaria,32,0,0
4379,B,Greece,27,0,0
4573,A,Italy,40,33,509.6700005531311
4672,A,Germany,44,0,0
5139,A,Greece,35,0,0
5651,B,Bulgaria,21,0,0
5688,B,Germany,45,0,0
5823,A,Bulgaria,30,7,82.93000102043152
5852,B,Bulgaria,28,0,0
6113,B,Bulgaria,38,0,0
6309,A,Germany,52,0,0
6334,A,Greece,27,3,21.96999979019165
6473,A,Greece,32,0,0
6481,A,Bulgaria,25,0,0
6688,B,Bulgaria,34,0,0
6709,A,Greece,34,4,56.96000146865845
6796,B,Bulgaria,37,0,0
6870,B,Bulgaria,23,0,0
6930,A,Greece,28,0,0
6948,B,Greece,32,0,0
7063,B,Greece,30,0,0
7140,A,Bulgaria,26,0,0
7160,A,Italy,34,0,0
7181,A,Bulgaria,25,2,5.979999780654907
7304,A,Italy,31,0,0
7314,B,Norway,29,1,0.9900000095367432
7586,B,Bulgaria,29,0,0
7631,B,Norway,34,0,0
7904,B,Bulgaria,34,0,0
8031,B,Bulgaria,22,0,0
8140,A,Bulgaria,31,0,0
8183,A,Norway,30,4,21.959999561309814
8466,B,Greece,38,1,0.9900000095367432
8499,A,Norway,31,0,0
9213,A,Greece,38,0,0
9264,A,Bulgaria,31,1,4.989999771118164
9758,B,Greece,24,1,0.9900000095367432
9766,B,Greece,21,0,0
9850,B,Bulgaria,25,0,0
9868,A,Italy,19,0,0
9907,A,Greece,32,0,0
9958,A,Greece,41,0,0
10025,A,Bulgaria,21,0,0
10552,A,Italy,33,0,0
10878,A,Germany,41,1,4.989999771118164
11277,A,Bulgaria,34,1,0.9900000095367432
11364,A,Greece,35,0,0
11394,B,Bulgaria,33,0,0
11465,A,Greece,37,1,99.98999786376953
11896,A,Bulgaria,29,1,19.989999771118164
11902,B,Greece,23,0,0
11909,B,Germany,43,0,0
12041,A,Bulgaria,26,0,0
12396,A,Greece,23,0,0
12742,B,Greece,25,0,0
12922,B,Greece,36,0,0
13496,B,Bulgaria,28,0,0
1044,B,Bulgaria,32,1,0.9900000095367432
1205,A,Bulgaria,29,0,0
1328,B,Bulgaria,24,0,0
1381,A,Bulgaria,30,0,0
1551,B,Germany,42,0,0
1754,B,Bulgaria,33,0,0
1781,A,Italy,32,0,0
2076,B,Greece,32,1,4.989999771118164
2458,B,Bulgaria,32,3,2.9700000286102295
2610,A,Greece,21,0,0
2613,B,Bulgaria,25,0,0
2686,B,Bulgaria,28,0,0
2754,B,Greece,22,0,0
3122,A,Greece,29,0,0
3224,B,Bulgaria,38,0,0
3487,B,Bulgaria,35,0,0
3506,B,Bulgaria,21,0,0
3594,A,Bulgaria,32,0,0
3687,A,Greece,25,0,0
3868,B,Italy,34,3,14.969999313354492
3895,A,Germany,39,0,0
3998,A,Greece,22,30,385.7000033855438
4085,B,Bulgaria,26,0,0
4088,A,Bulgaria,24,0,0
4136,B,Italy,24,0,0
4204,A,Germany,39,4,84.96000099182129
4233,A,Bulgaria,40,0,0
4498,A,Bulgaria,25,0,0
4718,A,Norway,31,5,66.95000123977661
4895,A,Greece,26,2,100.97999787330627
4933,A,Bulgaria,33,0,0
5127,A,Bulgaria,35,0,0
5579,B,Greece,31,0,0
5690,B,Italy,35,0,0
5785,A,Bulgaria,25,1,0.9900000095367432
5883,A,Bulgaria,38,0,0
5952,A,Bulgaria,27,0,0
6067,A,Greece,31,23,293.7700026035309
6610,B,Bulgaria,25,0,0
6903,A,Norway,33,0,0
7028,A,Bulgaria,26,0,0
7095,A,Germany,47,0,0
7301,B,Bulgaria,28,0,0
7470,A,Bulgaria,33,0,0
7478,B,Bulgaria,32,0,0
7646,B,Germany,50,1,0.9900000095367432
7714,B,Bulgaria,28,0,0
8153,B,Italy,32,0,0
8303,B,Greece,29,0,0
8464,B,Bulgaria,33,0,0
8534,B,Greece,31,0,0
8804,B,Germany,45,0,0
8878,A,Germany,56,0,0
8910,B,Bulgaria,24,0,0
9272,B,Greece,34,2,10.979999780654907
9562,B,Norway,32,0,0
9575,B,Germany,55,9,96.90999841690063
9619,B,Bulgaria,38,0,0
9725,B,Bulgaria,21,0,0
9892,B,Bulgaria,33,0,0
10131,B,Greece,22,0,0
10340,B,Italy,31,5,59.94999885559082
11046,A,Bulgaria,40,0,0
11062,A,Greece,39,0,0
11518,B,Greece,23,0,0
12132,A,Bulgaria,22,0,0
12404,A,Bulgaria,25,0,0
12512,A,Greece,25,0,0
12616,B,Norway,19,1,0.9900000095367432
13557,A,Bulgaria,31,0,0
13674,B,Norway,23,0,0
515,A,Bulgaria,30,1,4.989999771118164
2894,A,Bulgaria,32,0,0
3248,B,Greece,36,0,0
3350,B,Greece,29,0,0
3447,A,Greece,31,0,0
3668,B,Germany,37,0,0
3872,A,Bulgaria,33,0,0
3977,B,Bulgaria,28,0,0
4093,B,Bulgaria,31,0,0
4211,B,Italy,29,0,0
4472,B,Bulgaria,27,0,0
4556,A,Bulgaria,28,0,0
4733,B,Bulgaria,38,0,0
4761,A,Greece,22,0,0
5067,A,Bulgaria,24,0,0
5098,A,Bulgaria,31,0,0
5230,A,Bulgaria,19,0,0
5305,A,Greece,29,0,0
5594,B,Greece,22,0,0
5868,B,Bulgaria,40,0,0
6044,B,Bulgaria,38,0,0
6051,A,Bulgaria,24,1,0.9900000095367432
6058,A,Greece,32,0,0
6126,A,Italy,38,0,0
6134,A,Greece,35,0,0
6157,A,Greece,26,0,0
6342,A,Italy,37,4,22.959999799728394
6622,B,Bulgaria,21,0,0
6628,A,Greece,23,0,0
6949,B,Italy,25,0,0
7075,B,Bulgaria,34,0,0
7135,A,Bulgaria,32,0,0
7435,A,Bulgaria,21,1,9.989999771118164
7485,B,Italy,26,1,19.989999771118164
7494,A,Norway,22,0,0
7652,A,Bulgaria,26,0,0
7711,A,Germany,49,0,0
7723,B,Germany,43,0,0
7793,A,Bulgaria,34,0,0
7813,A,Greece,20,0,0
7830,A,Bulgaria,37,0,0
7919,B,Italy,30,13,214.86999821662903
7995,A,Italy,27,0,0
8108,B,Bulgaria,30,1,0.9900000095367432
8186,A,Greece,36,0,0
8352,A,Norway,18,18,338.8199987411499
8371,B,Germany,46,0,0
8686,A,Italy,40,0,0
8742,B,Greece,28,0,0
9277,B,Italy,30,2,5.979999780654907
9323,A,Greece,27,5,62.95000147819519
9360,B,Bulgaria,31,0,0
9454,A,Greece,25,0,0
9523,B,Italy,31,0,0
9669,B,Bulgaria,33,0,0
9787,A,Italy,25,1,4.989999771118164
9818,A,Greece,31,0,0
9843,B,Bulgaria,26,0,0
9856,B,Bulgaria,34,0,0
9938,B,Bulgaria,36,0,0
10020,A,Bulgaria,34,0,0
10072,B,Bulgaria,36,0,0
10117,B,Italy,24,0,0
10118,A,Italy,41,0,0
10441,A,Greece,27,4,106.95999765396118
10919,B,Germany,44,0,0
10938,A,Greece,26,0,0
11038,A,Greece,24,0,0
11416,B,Greece,28,0,0
11496,B,Greece,29,0,0
11743,B,Italy,33,0,0
12009,B,Bulgaria,29,0,0
12102,A,Bulgaria,24,0,0
12700,A,Greece,32,0,0
13457,A,Bulgaria,23,0,0
13551,A,Germany,57,0,0
1408,A,Bulgaria,26,0,0
1702,A,Greece,32,0,0
1966,B,Norway,23,1,0.9900000095367432
2017,B,Greece,32,0,0
2044,A,Bulgaria,37,0,0
2122,A,Norway,32,0,0
2549,A,Bulgaria,28,0,0
2622,B,Bulgaria,41,0,0
2680,B,Bulgaria,30,0,0
2793,A,Bulgaria,30,0,0
3851,B,Bulgaria,24,0,0
3877,B,Greece,24,0,0
4199,A,Greece,23,0,0
4323,B,Germany,44,8,116.9200005531311
4333,B,Italy,32,0,0
4416,A,Bulgaria,21,0,0
4602,B,Germany,46,1,19.989999771118164
4843,A,Greece,32,0,0
4925,A,Bulgaria,18,0,0
4979,A,Italy,25,0,0
5052,A,Bulgaria,18,0,0
5423,A,Germany,53,5,99.95000076293945
5675,B,Norway,30,0,0
5745,B,Italy,33,0,0
5787,B,Bulgaria,23,0,0
5800,B,Bulgaria,26,0,0
5928,B,Germany,53,0,0
5954,A,Italy,32,0,0
5976,A,Italy,28,0,0
6269,A,Bulgaria,31,0,0
6383,B,Bulgaria,26,0,0
6408,B,Germany,46,0,0
6599,A,Bulgaria,29,0,0
6715,B,Bulgaria,33,2,100.97999787330627
6741,B,Bulgaria,32,0,0
6827,A,Greece,32,0,0
7330,B,Greece,30,0,0
7413,A,Norway,41,0,0
7418,A,Germany,43,0,0
7733,B,Greece,19,0,0
8033,A,Greece,32,0,0
8049,B,Bulgaria,27,0,0
8078,B,Italy,30,0,0
8215,B,Bulgaria,21,0,0
8552,B,Bulgaria,20,0,0
8671,A,Italy,39,0,0
8733,A,Bulgaria,36,0,0
8832,A,Norway,24,0,0
8888,B,Greece,34,0,0
8949,A,Greece,37,5,66.95000123977661
8993,B,Bulgaria,31,0,0
8996,B,Bulgaria,18,0,0
9032,B,Bulgaria,24,0,0
9222,A,Germany,44,0,0
9281,B,Germany,38,0,0
9625,B,Germany,44,0,0
9735,B,Bulgaria,30,0,0
9873,B,Italy,32,0,0
10114,A,Greece,28,0,0
10463,B,Italy,20,0,0
10754,A,Bulgaria,25,0,0
10937,B,Norway,25,0,0
11145,A,Bulgaria,32,0,0
11342,B,Bulgaria,29,0,0
11799,A,Norway,23,0,0
12382,B,Bulgaria,21,0,0
12420,B,Bulgaria,39,0,0
13466,A,Norway,26,0,0
13517,B,Bulgaria,31,0,0
13737,A,Italy,30,0,0
1597,A,Greece,34,0,0
1600,B,Bulgaria,32,0,0
1922,A,Greece,30,0,0
2171,B,Germany,47,0,0
2282,A,Germany,44,0,0
2811,B,Germany,45,0,0
3602,B,Bulgaria,35,2,20.979999780654907
3643,A,Greece,30,9,77.90999865531921
3690,B,Greece,41,0,0
3693,B,Greece,34,0,0
3892,A,Bulgaria,29,0,0
4189,B,Bulgaria,37,0,0
4284,A,Norway,36,0,0
4426,A,Bulgaria,29,0,0
4463,A,Germany,49,9,122.91000056266785
4502,B,Italy,27,0,0
4512,A,Germany,52,0,0
4923,B,Germany,38,1,4.989999771118164
5183,A,Greece,25,0,0
5333,B,Greece,29,0,0
5465,A,Greece,37,0,0
5794,A,Bulgaria,35,0,0
5804,B,Bulgaria,29,0,0
5895,A,Greece,22,6,75.9400007724762
5962,B,Bulgaria,29,0,0
6185,B,Italy,31,0,0
6245,A,Germany,47,0,0
6257,A,Bulgaria,24,0,0
6502,B,Greece,35,0,0
6556,A,Bulgaria,34,3,29.969999313354492
6977,A,Norway,29,0,0
7102,B,Bulgaria,27,0,0
7278,A,Italy,30,2,20.979999780654907
7327,B,Bulgaria,27,1,4.989999771118164
7350,A,Bulgaria,19,0,0
7457,A,Bulgaria,22,0,0
7697,A,Bulgaria,33,0,0
7850,B,Bulgaria,32,0,0
8165,B,Italy,22,0,0
8372,A,Bulgaria,40,0,0
8424,B,Bulgaria,28,2,24.979999542236328
8510,B,Bulgaria,18,0,0
8660,A,Bulgaria,20,0,0
9154,A,Greece,27,0,0
9226,A,Bulgaria,23,0,0
9636,B,Italy,27,0,0
9717,A,Italy,32,0,0
9823,B,Bulgaria,25,0,0
9886,B,Norway,26,0,0
10061,B,Bulgaria,28,0,0
10189,A,Bulgaria,22,0,0
10322,A,Greece,30,0,0
10585,A,Bulgaria,25,0,0
10609,B,Italy,23,0,0
10706,B,Bulgaria,36,0,0
10713,A,Germany,47,15,284.849999666214
10739,B,Greece,19,0,0
10774,B,Italy,24,0,0
11083,B,Greece,28,0,0
11163,B,Italy,34,0,0
11467,B,Bulgaria,21,0,0
11893,B,Greece,39,2,14.979999542236328
11925,A,Bulgaria,32,0,0
11928,B,Bulgaria,28,0,0
12011,A,Germany,44,0,0
12264,B,Greece,27,0,0
12347,B,Italy,21,1,9.989999771118164
12361,A,Bulgaria,30,0,0
12466,B,Norway,28,0,0
12678,A,Greece,28,0,0
12811,A,Greece,33,0,0
12823,B,Norway,31,0,0
13123,B,Bulgaria,23,0,0
775,B,Greece,35,0,0
1280,B,Greece,21,0,0
1579,A,Bulgaria,29,0,0
1755,B,Bulgaria,29,0,0
2444,B,Bulgaria,25,0,0
2590,B,Germany,43,0,0
2629,A,Germany,36,0,0
2664,A,Bulgaria,31,0,0
2857,A,Greece,25,0,0
2951,B,Bulgaria,36,0,0
3006,A,Bulgaria,30,4,15.959999322891235
3011,A,Italy,34,0,0
3253,B,Germany,49,0,0
3546,A,Italy,23,2,20.979999780654907
3699,B,Greece,28,0,0
3928,B,Greece,34,0,0
3930,A,Bulgaria,37,1,4.989999771118164
4076,A,Bulgaria,26,0,0
4104,A,Greece,30,0,0
4306,B,Greece,28,11,143.8900022506714
4347,B,Greece,29,1,4.989999771118164
4366,B,Italy,39,0,0
4372,A,Greece,19,1,9.989999771118164
4936,A,Bulgaria,26,0,0
5109,A,Bulgaria,33,0,0
5235,B,Italy,35,0,0
5253,B,Greece,34,0,0
5260,A,Greece,35,10,165.89999985694885
5374,B,Bulgaria,23,0,0
5422,A,Bulgaria,24,0,0
5722,B,Germany,43,0,0
6061,A,Bulgaria,28,0,0
6301,B,Italy,26,0,0
6488,B,Bulgaria,23,0,0
